==> results/sacCer3/10M/R50/Reb1/ID/Simulation_1000_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	295
RANDOM_SEQ_50	65

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
REB1|chr2:334386-336818		C-term	22	2.3600972315210147e-40
REB1|chr2:334386-336818		N-term	19	7.298005202412257e-34
REB1-Cterm|chr2:334136-334386		N/A	12	2.283183687320667e-31
chr2:334063-334135		N/A	10	5.454228295520748e-31
RPS11B-Cterm|chr2:333812-334062		N/A	2	0.000108535173331552

==> results/sacCer3/10M/R50/Reb1/ID/Simulation_100_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	307
RANDOM_SEQ_50	61

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
REB1-Cterm|chr2:334136-334386		N/A	29	1.8472686425873608e-84
REB1|chr2:334386-336818		C-term	15	2.186378140530227e-25
chr2:334063-334135		N/A	6	9.485392397571937e-18
REB1|chr2:334386-336818		N-term	9	7.844851053515722e-14
RPS11B-Cterm|chr2:333812-334062		N/A	1	0.015021221060359725

==> results/sacCer3/10M/R50/Reb1/ID/Simulation_101_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	316
RANDOM_SEQ_50	85

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
REB1-Cterm|chr2:334136-334386		N/A	32	3.3555242796624016e-93
REB1|chr2:334386-336818		C-term	22	2.4907317142746345e-39
REB1|chr2:334386-336818		N-term	20	4.4704720481489213e-35
chr2:334063-334135		N/A	8	6.3948481212992114e-24
RPS11B-Cterm|chr2:333812-334062		N/A	2	0.00013451374494930532

==> results/sacCer3/10M/R50/Reb1/ID/Simulation_102_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	340
RANDOM_SEQ_50	68

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
REB1-Cterm|chr2:334136-334386		N/A	24	3.937374527258014e-67
REB1|chr2:334386-336818		N-term	21	4.89843270416477e-37
