==> results/sacCer3/10M/R50/Sua7/ID/Simulation_1000_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	321
RANDOM_SEQ_50	61

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	21	2.5415583716463607e-58
SUA7-Cterm|chr16:711138-711388	RANDOM_SEQ_50	N/A	20	3.397161422735065e-55
SUA7|chr16:710101-711138	RANDOM_SEQ_50	N-term	13	5.753901237103082e-26
SUA7|chr16:710101-711138	RANDOM_SEQ_50	C-term	11	2.1135041598553874e-21
SRP54|chr16:711403-713028	RANDOM_SEQ_50	C-term	10	3.069387990343122e-17
SRP54|chr16:711403-713028	RANDOM_SEQ_50	N-term	6	1.4434002621176057e-09

==> results/sacCer3/10M/R50/Sua7/ID/Simulation_100_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	328
RANDOM_SEQ_50	82

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	28	7.284492026464415e-80
SUA7-Cterm|chr16:711138-711388	RANDOM_SEQ_50	N/A	25	2.9862305603605164e-70
SUA7|chr16:710101-711138	RANDOM_SEQ_50	N-term	25	7.907482101029495e-55
SUA7|chr16:710101-711138	RANDOM_SEQ_50	C-term	19	8.610227540808197e-40
SRP54|chr16:711403-713028	RANDOM_SEQ_50	C-term	8	4.686550014781835e-13
SRP54|chr16:711403-713028	RANDOM_SEQ_50	N-term	2	0.0055854137327122815

==> results/sacCer3/10M/R50/Sua7/ID/Simulation_101_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	374
RANDOM_SEQ_50	79

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	32	1.6571205950914994e-91
SUA7-Cterm|chr16:711138-711388	RANDOM_SEQ_50	N/A	28	1.1869512577150327e-78
SUA7|chr16:710101-711138	RANDOM_SEQ_50	N-term	20	2.19709120548645e-41
SUA7|chr16:710101-711138	RANDOM_SEQ_50	C-term	18	1.3979064525810073e-36
SRP54|chr16:711403-713028	RANDOM_SEQ_50	N-term	5	1.9625063056322803e-07
SRP54|chr16:711403-713028	RANDOM_SEQ_50	C-term	3	0.0002703819572927852

==> results/sacCer3/10M/R50/Sua7/ID/Simulation_102_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	326
RANDOM_SEQ_50	87

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	32	8.616438125325086e-93
SUA7-Cterm|chr16:711138-711388	RANDOM_SEQ_50	N/A	29	5.232280709369222e-83
SUA7|chr16:710101-711138	RANDOM_SEQ_50	C-term	22	3.7416572123132503e-47
SUA7|chr16:710101-711138	RANDOM_SEQ_50	N-term	19	9.884394280428738e-40
SRP54|chr16:711403-713028	RANDOM_SEQ_50	C-term	14	4.1085369182254157e-25

==> results/sacCer3/10M/R50/Sua7/ID/Simulation_103_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	327
RANDOM_SEQ_50	72

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	24	2.306073076625831e-67
SUA7-Cterm|chr16:711138-711388	RANDOM_SEQ_50	N/A	22	4.727011713516503e-61
SUA7|chr16:710101-711138	RANDOM_SEQ_50	N-term	22	1.7563207573695277e-47
SUA7|chr16:710101-711138	RANDOM_SEQ_50	C-term	22	1.7563207573695277e-47
SRP54|chr16:711403-713028	RANDOM_SEQ_50	C-term	4	4.9533592756893066e-06

==> results/sacCer3/10M/R50/Sua7/ID/Simulation_104_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	292
RANDOM_SEQ_50	101

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
SRP54-Cterm|chr16:711153-711403	RANDOM_SEQ_50	N/A	41	1.0432280921757235e-123
