EpitopeID	EpitopeCount
HIVgenome	302256

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chrX:84663001-84664001	HIVgenome	N/A	10	1.860982210859081e-14
chr9:130795001-130796001	HIVgenome	N/A	9	9.546007619718606e-13
chr2:97148001-97149001	HIVgenome	N/A	8	4.409135713478667e-11
chr21:11177001-11178001	HIVgenome	N/A	8	4.409135713478667e-11
chr9:130769001-130770001	HIVgenome	N/A	8	4.409135713478667e-11
chr12:25477001-25478001	HIVgenome	N/A	8	4.409135713478667e-11
SLC25A35-Promoter|chr17:8198661-8199661	HIVgenome	N/A	8	4.409135713478667e-11
chr1:205258001-205259001	HIVgenome	N/A	8	4.409135713478667e-11
chr7:64554001-64555001	HIVgenome	N/A	8	4.409135713478667e-11
ANAPC16-Promoter|chr10:73974758-73975758	HIVgenome	N/A	7	1.8113124698362419e-09
chr9:66484001-66485001	HIVgenome	N/A	7	1.8113124698362419e-09
chrY:59008001-59009001	HIVgenome	N/A	7	1.8113124698362419e-09
chr4:40328001-40329001	HIVgenome	N/A	7	1.8113124698362419e-09
chr16:50154001-50155001	HIVgenome	N/A	7	1.8113124698362419e-09
chr12:67910001-67911001	HIVgenome	N/A	7	1.8113124698362419e-09
chr2:133031001-133032001	HIVgenome	N/A	7	1.8113124698362419e-09
chr3:101290001-101291001	HIVgenome	N/A	7	1.8113124698362419e-09
DDX39A-Promoter|chr19:14530195-14531195	HIVgenome	N/A	7	1.8113124698362419e-09
chr9:101023001-101024001	HIVgenome	N/A	7	1.8113124698362419e-09
chr1:144532001-144533001	HIVgenome	N/A	7	1.8113124698362419e-09
RPL23A-Promoter|chr17:27046000-27047000	HIVgenome	N/A	7	1.8113124698362419e-09
chr17:46904001-46905001	HIVgenome	N/A	7	1.8113124698362419e-09
chr10:43995001-43996001	HIVgenome	N/A	7	1.8113124698362419e-09
chr15:70014001-70015001	HIVgenome	N/A	7	1.8113124698362419e-09
chr10:91173001-91173324	HIVgenome	N/A	5	7.893250617211584e-09
chr5:154905001-154906001	HIVgenome	N/A	6	6.51606412942357e-08
chr6:33566001-33567001	HIVgenome	N/A	6	6.51606412942357e-08
NAPA-Promoter|chr19:48018515-48019515	HIVgenome	N/A	6	6.51606412942357e-08
chr17:21528001-21529001	HIVgenome	N/A	6	6.51606412942357e-08
SNRPG-Promoter|chr2:70520903-70521903	HIVgenome	N/A	6	6.51606412942357e-08
C1orf101-Promoter|chr1:244623673-244624673	HIVgenome	N/A	6	6.51606412942357e-08
chr19:40940001-40941001	HIVgenome	N/A	6	6.51606412942357e-08
chr15:60156001-60157001	HIVgenome	N/A	6	6.51606412942357e-08
METTL16-Promoter|chr17:2415200-2416200	HIVgenome	N/A	6	6.51606412942357e-08
chr4:83254001-83255001	HIVgenome	N/A	6	6.51606412942357e-08
chr16:19926001-19927001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:49834001-49835001	HIVgenome	N/A	6	6.51606412942357e-08
FAM168B-Promoter|chr2:131851033-131852033	HIVgenome	N/A	6	6.51606412942357e-08
TMEM106C-Promoter|chr12:48356330-48357330	HIVgenome	N/A	6	6.51606412942357e-08
ZNF74-Cterm|chr22:20762753-20763753	HIVgenome	N/A	6	6.51606412942357e-08
chr20:32033001-32034001	HIVgenome	N/A	6	6.51606412942357e-08
chr2:195657001-195658001	HIVgenome	N/A	6	6.51606412942357e-08
chr16:33396001-33397001	HIVgenome	N/A	6	6.51606412942357e-08
SLC39A13-Promoter|chr11:47427827-47428827	HIVgenome	N/A	6	6.51606412942357e-08
chr7:38118001-38119001	HIVgenome	N/A	6	6.51606412942357e-08
chr18:30225001-30226001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:39355001-39356001	HIVgenome	N/A	6	6.51606412942357e-08
chr15:22510001-22511001	HIVgenome	N/A	6	6.51606412942357e-08
chr18:46532001-46533001	HIVgenome	N/A	6	6.51606412942357e-08
chr6:27768001-27769001	HIVgenome	N/A	6	6.51606412942357e-08
chr8:12397001-12398001	HIVgenome	N/A	6	6.51606412942357e-08
chr2:120045001-120046001	HIVgenome	N/A	6	6.51606412942357e-08
chr12:27192001-27193001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:144530001-144531001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:111359001-111360001	HIVgenome	N/A	6	6.51606412942357e-08
chr8:42475001-42476001	HIVgenome	N/A	6	6.51606412942357e-08
chr16:32392001-32393001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:145434001-145435001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:17494001-17495001	HIVgenome	N/A	6	6.51606412942357e-08
NOA1-Promoter|chr4:57843826-57844826	HIVgenome	N/A	6	6.51606412942357e-08
chr5:42952001-42953001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:47785001-47786001	HIVgenome	N/A	6	6.51606412942357e-08
SBDS-Promoter|chr7:66460588-66461588	HIVgenome	N/A	6	6.51606412942357e-08
chr17:47469001-47470001	HIVgenome	N/A	6	6.51606412942357e-08
chr8:66864001-66865001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:28646001-28647001	HIVgenome	N/A	6	6.51606412942357e-08
chr10:32484001-32485001	HIVgenome	N/A	6	6.51606412942357e-08
chr21:9946001-9947001	HIVgenome	N/A	6	6.51606412942357e-08
PIK3R4-Promoter|chr3:130465696-130466696	HIVgenome	N/A	6	6.51606412942357e-08
chr8:103816001-103817001	HIVgenome	N/A	6	6.51606412942357e-08
chr7:23593001-23594001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:95429001-95430001	HIVgenome	N/A	6	6.51606412942357e-08
chrY:59019001-59020001	HIVgenome	N/A	6	6.51606412942357e-08
chr3:36716001-36717001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:16395001-16396001	HIVgenome	N/A	6	6.51606412942357e-08
chr9:130768001-130769001	HIVgenome	N/A	6	6.51606412942357e-08
chr17:29009001-29010001	HIVgenome	N/A	6	6.51606412942357e-08
chr18:20684001-20685001	HIVgenome	N/A	6	6.51606412942357e-08
EIF5A-Promoter|chr17:7209318-7210318	HIVgenome	N/A	6	6.51606412942357e-08
chr19:8581001-8582001	HIVgenome	N/A	6	6.51606412942357e-08
chr7:91767001-91768001	HIVgenome	N/A	6	6.51606412942357e-08
chr17:1134001-1135001	HIVgenome	N/A	6	6.51606412942357e-08
chr15:63774001-63775001	HIVgenome	N/A	6	6.51606412942357e-08
chr4:40292001-40293001	HIVgenome	N/A	6	6.51606412942357e-08
chr1:89984001-89985001	HIVgenome	N/A	6	6.51606412942357e-08
SELENOK-Cterm|chr3:53918003-53919003	HIVgenome	N/A	6	6.51606412942357e-08
chr7:134043001-134044001	HIVgenome	N/A	6	6.51606412942357e-08
chr19:18146001-18147001	HIVgenome	N/A	6	6.51606412942357e-08
TYW1-Promoter|chr7:66460792-66461792	HIVgenome	N/A	6	6.51606412942357e-08
chr19:6863001-6864001	HIVgenome	N/A	6	6.51606412942357e-08
CEP95-Cterm|chr17:62534069-62535069	HIVgenome	N/A	6	6.51606412942357e-08
chr12:31927001-31928001	HIVgenome	N/A	6	6.51606412942357e-08
chr11:63447001-63447921	HIVgenome	N/A	5	1.3431181990866876e-06
chr14:24603059-24604001	HIVgenome	N/A	5	1.5061965576122636e-06
chr2:30295001-30296001	HIVgenome	N/A	5	2.0116245942179157e-06
chr14:59018001-59019001	HIVgenome	N/A	5	2.0116245942179157e-06
chr8:71355001-71356001	HIVgenome	N/A	5	2.0116245942179157e-06
chr16:30653001-30654001	HIVgenome	N/A	5	2.0116245942179157e-06
chr6:6949001-6950001	HIVgenome	N/A	5	2.0116245942179157e-06
chr22:32306001-32307001	HIVgenome	N/A	5	2.0116245942179157e-06
chr8:98448001-98449001	HIVgenome	N/A	5	2.0116245942179157e-06
chr5:103707001-103708001	HIVgenome	N/A	5	2.0116245942179157e-06
chr13:77226001-77227001	HIVgenome	N/A	5	2.0116245942179157e-06
chr11:65136001-65137001	HIVgenome	N/A	5	2.0116245942179157e-06
MAPK14-Promoter|chr6:35994454-35995454	HIVgenome	N/A	5	2.0116245942179157e-06
chr16:47041001-47042001	HIVgenome	N/A	5	2.0116245942179157e-06
chr13:45940001-45941001	HIVgenome	N/A	5	2.0116245942179157e-06
chr6:15050001-15051001	HIVgenome	N/A	5	2.0116245942179157e-06
chr15:78436001-78437001	HIVgenome	N/A	5	2.0116245942179157e-06
chr20:7931001-7932001	HIVgenome	N/A	5	2.0116245942179157e-06
chr4:6266001-6267001	HIVgenome	N/A	5	2.0116245942179157e-06
chr1:228042001-228043001	HIVgenome	N/A	5	2.0116245942179157e-06
chr16:30330001-30331001	HIVgenome	N/A	5	2.0116245942179157e-06
chr2:29194001-29195001	HIVgenome	N/A	5	2.0116245942179157e-06
chr7:100872001-100873001	HIVgenome	N/A	5	2.0116245942179157e-06
chr3:32714001-32715001	HIVgenome	N/A	5	2.0116245942179157e-06
chr14:57202001-57203001	HIVgenome	N/A	5	2.0116245942179157e-06
chr12:93643001-93644001	HIVgenome	N/A	5	2.0116245942179157e-06
chr15:44035001-44036001	HIVgenome	N/A	5	2.0116245942179157e-06
chr6:138218001-138219001	HIVgenome	N/A	5	2.0116245942179157e-06
chr10:22588001-22589001	HIVgenome	N/A	5	2.0116245942179157e-06
chr15:20460001-20461001	HIVgenome	N/A	5	2.0116245942179157e-06
chr19:47359001-47360001	HIVgenome	N/A	5	2.0116245942179157e-06
chr2:193358001-193359001	HIVgenome	N/A	5	2.0116245942179157e-06
chr3:69486001-69487001	HIVgenome	N/A	5	2.0116245942179157e-06
chr5:162562001-162563001	HIVgenome	N/A	5	2.0116245942179157e-06
chr6:37731001-37732001	HIVgenome	N/A	5	2.0116245942179157e-06
MOSPD3-Promoter|chr7:100208725-100209725	HIVgenome	N/A	5	2.0116245942179157e-06
chr10:4195001-4196001	HIVgenome	N/A	5	2.0116245942179157e-06
chr6:143286001-143287001	HIVgenome	N/A	5	2.0116245942179157e-06
