EpitopeID	EpitopeCount
HIVgenome	375642

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chr15:38981001-38982001	HIVgenome	N/A	14	2.212278272577736e-20
chr21:11139001-11140001	HIVgenome	N/A	11	3.491312902610739e-15
chr16:29713001-29714001	HIVgenome	N/A	11	3.491312902610739e-15
ADH5-Promoter|chr4:100009939-100010939	HIVgenome	N/A	11	3.491312902610739e-15
NCAPH-Promoter|chr2:97000479-97001479	HIVgenome	N/A	10	1.5665645169117652e-13
chr2:235361001-235362001	HIVgenome	N/A	10	1.5665645169117652e-13
chr1:161152001-161153001	HIVgenome	N/A	10	1.5665645169117652e-13
chr2:133031001-133032001	HIVgenome	N/A	10	1.5665645169117652e-13
TMEM143-Cterm|chr19:48834613-48835613	HIVgenome	N/A	10	1.5665645169117652e-13
RNF24-Promoter|chr20:3996238-3997238	HIVgenome	N/A	10	1.5665645169117652e-13
RPL24-Promoter|chr3:101405563-101406563	HIVgenome	N/A	9	6.46992430224151e-12
chr11:67214001-67215001	HIVgenome	N/A	9	6.46992430224151e-12
chr3:101261001-101262001	HIVgenome	N/A	9	6.46992430224151e-12
chr19:13957001-13958001	HIVgenome	N/A	9	6.46992430224151e-12
chr2:39361001-39362001	HIVgenome	N/A	9	6.46992430224151e-12
chrX:84663001-84664001	HIVgenome	N/A	9	6.46992430224151e-12
chr3:101238001-101239001	HIVgenome	N/A	9	6.46992430224151e-12
ICAM2-Promoter|chr17:62097994-62098994	HIVgenome	N/A	9	6.46992430224151e-12
TRADD-Promoter|chr16:67193812-67194812	HIVgenome	N/A	9	6.46992430224151e-12
DHODH-Promoter|chr16:72041643-72042643	HIVgenome	N/A	9	6.46992430224151e-12
chr3:101239001-101240001	HIVgenome	N/A	9	6.46992430224151e-12
chr12:94292001-94293001	HIVgenome	N/A	9	6.46992430224151e-12
chr2:85196001-85197001	HIVgenome	N/A	9	6.46992430224151e-12
chr9:6682001-6683001	HIVgenome	N/A	9	6.46992430224151e-12
chr12:6536001-6537001	HIVgenome	N/A	9	6.46992430224151e-12
TERF2-Promoter|chr16:69419891-69420891	HIVgenome	N/A	9	6.46992430224151e-12
chr1:111175097-111176001	HIVgenome	N/A	8	1.09548690914366e-10
IFFO1-Promoter|chr12:6665249-6666249	HIVgenome	N/A	8	2.4059660237982864e-10
chr15:85174001-85175001	HIVgenome	N/A	8	2.4059660237982864e-10
NOA1-Promoter|chr4:57843826-57844826	HIVgenome	N/A	8	2.4059660237982864e-10
chr18:2642001-2643001	HIVgenome	N/A	8	2.4059660237982864e-10
SPAST-Promoter|chr2:32287680-32288680	HIVgenome	N/A	8	2.4059660237982864e-10
chr9:130794001-130795001	HIVgenome	N/A	8	2.4059660237982864e-10
MDC1-Promoter|chr6:30685458-30686458	HIVgenome	N/A	8	2.4059660237982864e-10
PPP4C-Promoter|chr16:30086297-30087297	HIVgenome	N/A	8	2.4059660237982864e-10
chr15:20422001-20423001	HIVgenome	N/A	8	2.4059660237982864e-10
KDELC2-Cterm|chr11:108341833-108342833	HIVgenome	N/A	8	2.4059660237982864e-10
chr14:91541001-91542001	HIVgenome	N/A	8	2.4059660237982864e-10
chr3:169725001-169726001	HIVgenome	N/A	8	2.4059660237982864e-10
chr11:118173001-118174001	HIVgenome	N/A	8	2.4059660237982864e-10
chr2:235330001-235331001	HIVgenome	N/A	8	2.4059660237982864e-10
chr3:47830001-47831001	HIVgenome	N/A	8	2.4059660237982864e-10
chrX:70417001-70418001	HIVgenome	N/A	8	2.4059660237982864e-10
POLR2B-Promoter|chr4:57843806-57844806	HIVgenome	N/A	8	2.4059660237982864e-10
chr12:4043001-4044001	HIVgenome	N/A	8	2.4059660237982864e-10
chr1:145434001-145435001	HIVgenome	N/A	8	2.4059660237982864e-10
chr11:6763001-6764001	HIVgenome	N/A	8	2.4059660237982864e-10
chr3:5054001-5055001	HIVgenome	N/A	8	2.4059660237982864e-10
PGS1-Promoter|chr17:76373699-76374699	HIVgenome	N/A	8	2.4059660237982864e-10
ERP29-Promoter|chr12:112450152-112451152	HIVgenome	N/A	8	2.4059660237982864e-10
chr12:122035001-122036001	HIVgenome	N/A	8	2.4059660237982864e-10
LCK|chr1:32716840-32751768	HIVgenome	N-term	30	7.559864507743752e-09
chr12:8122001-8123001	HIVgenome	N/A	7	7.958418551218173e-09
chr11:61834001-61835001	HIVgenome	N/A	7	7.958418551218173e-09
chr15:63789001-63790001	HIVgenome	N/A	7	7.958418551218173e-09
chr7:148261001-148262001	HIVgenome	N/A	7	7.958418551218173e-09
RABGGTB-Promoter|chr1:76250879-76251879	HIVgenome	N/A	7	7.958418551218173e-09
chr5:14528001-14529001	HIVgenome	N/A	7	7.958418551218173e-09
PRKCQ-Promoter|chr10:6622608-6623608	HIVgenome	N/A	7	7.958418551218173e-09
