EpitopeID	EpitopeCount
HIVgenome	278934

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chr15:38981001-38982001	HIVgenome	N/A	11	1.3617229552481975e-16
chr11:6763001-6764001	HIVgenome	N/A	11	1.3617229552481975e-16
ARFGEF2-Promoter|chr20:47537275-47538275	HIVgenome	N/A	10	8.423069802914759e-15
CCDC174-Promoter|chr3:14692253-14693253	HIVgenome	N/A	10	8.423069802914759e-15
chr1:161152001-161153001	HIVgenome	N/A	10	8.423069802914759e-15
STARD7-Promoter|chr2:96874573-96875573	HIVgenome	N/A	10	8.423069802914759e-15
chrY:10026001-10027001	HIVgenome	N/A	9	4.696857937051326e-13
chr2:133031001-133032001	HIVgenome	N/A	9	4.696857937051326e-13
NCAPH-Promoter|chr2:97000479-97001479	HIVgenome	N/A	9	4.696857937051326e-13
MOGS-Promoter|chr2:74692537-74693537	HIVgenome	N/A	9	4.696857937051326e-13
LCK|chr1:32716840-32751768	HIVgenome	C-term	31	1.6334708423222418e-12
chr22:29209001-29210001	HIVgenome	N/A	8	2.3505555080439057e-11
chr13:52399001-52400001	HIVgenome	N/A	8	2.3505555080439057e-11
chr9:130794001-130795001	HIVgenome	N/A	8	2.3505555080439057e-11
RPL24-Promoter|chr3:101405563-101406563	HIVgenome	N/A	8	2.3505555080439057e-11
chr1:155568001-155569001	HIVgenome	N/A	8	2.3505555080439057e-11
chr19:16378001-16379001	HIVgenome	N/A	8	2.3505555080439057e-11
chr1:95429001-95430001	HIVgenome	N/A	8	2.3505555080439057e-11
chr12:46851001-46852001	HIVgenome	N/A	8	2.3505555080439057e-11
LRCH3-Promoter|chr3:197517097-197518097	HIVgenome	N/A	7	1.046139537418833e-09
chr3:47831001-47832001	HIVgenome	N/A	7	1.046139537418833e-09
chr9:130795001-130796001	HIVgenome	N/A	7	1.046139537418833e-09
chr21:26931001-26932001	HIVgenome	N/A	7	1.046139537418833e-09
PMM1-Promoter|chr22:41985871-41986871	HIVgenome	N/A	7	1.046139537418833e-09
chr22:25807001-25808001	HIVgenome	N/A	7	1.046139537418833e-09
chr1:31726001-31727001	HIVgenome	N/A	7	1.046139537418833e-09
chr3:30539001-30540001	HIVgenome	N/A	7	1.046139537418833e-09
chr1:156727001-156728001	HIVgenome	N/A	7	1.046139537418833e-09
COPG1-Promoter|chr3:128967453-128968453	HIVgenome	N/A	7	1.046139537418833e-09
chr7:148261001-148262001	HIVgenome	N/A	7	1.046139537418833e-09
SPAST-Promoter|chr2:32287680-32288680	HIVgenome	N/A	7	1.046139537418833e-09
chr18:43735001-43736001	HIVgenome	N/A	7	1.046139537418833e-09
chr18:2641001-2642001	HIVgenome	N/A	7	1.046139537418833e-09
chr1:144596001-144597001	HIVgenome	N/A	7	1.046139537418833e-09
TNFSF12-Promoter|chr17:7451375-7452375	HIVgenome	N/A	7	1.046139537418833e-09
chr7:130643001-130644001	HIVgenome	N/A	7	1.046139537418833e-09
chr12:6536001-6537001	HIVgenome	N/A	7	1.046139537418833e-09
chr22:29206001-29207001	HIVgenome	N/A	7	1.046139537418833e-09
chr16:10423001-10424001	HIVgenome	N/A	7	1.046139537418833e-09
chr1:198604001-198605001	HIVgenome	N/A	7	1.046139537418833e-09
chr2:91788001-91789001	HIVgenome	N/A	7	1.046139537418833e-09
MDC1-Promoter|chr6:30685458-30686458	HIVgenome	N/A	7	1.046139537418833e-09
MELK-Promoter|chr9:36571859-36572859	HIVgenome	N/A	7	1.046139537418833e-09
TNFSF12-TNFSF13-Promoter|chr17:7451375-7452375	HIVgenome	N/A	7	1.046139537418833e-09
KLF2-Promoter|chr19:16434637-16435637	HIVgenome	N/A	7	1.046139537418833e-09
