EpitopeID	EpitopeCount
HIVgenome	336671

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
chr6:37017001-37018001	HIVgenome	N/A	16	9.650731990293176e-25
chr1:161152001-161153001	HIVgenome	N/A	10	5.365756181750784e-14
MDC1-Promoter|chr6:30685458-30686458	HIVgenome	N/A	10	5.365756181750784e-14
TRADD-Promoter|chr16:67193812-67194812	HIVgenome	N/A	10	5.365756181750784e-14
chr2:191882001-191883001	HIVgenome	N/A	10	5.365756181750784e-14
chr19:2257423-2258001	HIVgenome	N/A	8	1.384290657756443e-12
chr2:39361001-39362001	HIVgenome	N/A	9	2.4694909023707315e-12
chr2:133031001-133032001	HIVgenome	N/A	9	2.4694909023707315e-12
chr12:6536001-6537001	HIVgenome	N/A	8	1.0243214487654152e-10
chr14:45737001-45738001	HIVgenome	N/A	8	1.0243214487654152e-10
chr6:31070001-31071001	HIVgenome	N/A	8	1.0243214487654152e-10
NAPA-Promoter|chr19:48018515-48019515	HIVgenome	N/A	8	1.0243214487654152e-10
chrX:84663001-84664001	HIVgenome	N/A	8	1.0243214487654152e-10
KDELC2-Cterm|chr11:108341833-108342833	HIVgenome	N/A	8	1.0243214487654152e-10
chr2:44308001-44309001	HIVgenome	N/A	8	1.0243214487654152e-10
chr17:73185001-73186001	HIVgenome	N/A	7	3.7790643044209215e-09
chr4:38742001-38743001	HIVgenome	N/A	7	3.7790643044209215e-09
chr19:49152001-49153001	HIVgenome	N/A	7	3.7790643044209215e-09
TMIGD2-Promoter|chr19:4302428-4303428	HIVgenome	N/A	7	3.7790643044209215e-09
chr19:19484001-19485001	HIVgenome	N/A	7	3.7790643044209215e-09
chr4:88209001-88210001	HIVgenome	N/A	7	3.7790643044209215e-09
chr7:39936001-39937001	HIVgenome	N/A	7	3.7790643044209215e-09
NCAPH-Promoter|chr2:97000479-97001479	HIVgenome	N/A	7	3.7790643044209215e-09
MTPAP-Cterm|chr10:30597730-30598730	HIVgenome	N/A	7	3.7790643044209215e-09
chr5:131748001-131749001	HIVgenome	N/A	7	3.7790643044209215e-09
chr12:853001-854001	HIVgenome	N/A	7	3.7790643044209215e-09
ERCC3-Promoter|chr2:128051752-128052752	HIVgenome	N/A	7	3.7790643044209215e-09
chr16:27285001-27286001	HIVgenome	N/A	7	3.7790643044209215e-09
ZNF510-Promoter|chr9:99540411-99541411	HIVgenome	N/A	7	3.7790643044209215e-09
chr5:138849001-138850001	HIVgenome	N/A	7	3.7790643044209215e-09
LARS-Promoter|chr5:145562350-145563350	HIVgenome	N/A	7	3.7790643044209215e-09
chr2:196425001-196426001	HIVgenome	N/A	7	3.7790643044209215e-09
chr3:39363001-39364001	HIVgenome	N/A	7	3.7790643044209215e-09
chr21:11177001-11178001	HIVgenome	N/A	7	3.7790643044209215e-09
chr6:21735001-21736001	HIVgenome	N/A	7	3.7790643044209215e-09
chr2:235361001-235362001	HIVgenome	N/A	7	3.7790643044209215e-09
chr14:39689001-39690001	HIVgenome	N/A	7	3.7790643044209215e-09
chr11:57524001-57525001	HIVgenome	N/A	7	3.7790643044209215e-09
chr16:10423001-10424001	HIVgenome	N/A	7	3.7790643044209215e-09
chr12:8122001-8123001	HIVgenome	N/A	7	3.7790643044209215e-09
chr7:6120001-6121001	HIVgenome	N/A	7	3.7790643044209215e-09
WDR82|chr3:52288438-52312659	HIVgenome	C-term	23	1.009821011424093e-08
CCND3|chr6:41902671-42016632	HIVgenome	C-term	57	2.1716006147654405e-08
SLC44A2|chr19:10713121-10755235	HIVgenome	N-term	30	4.028206836495373e-08
SELPLG|chr12:109015671-109027670	HIVgenome	C-term	15	1.190661584132857e-07
chr19:54356001-54357001	HIVgenome	N/A	6	1.2210243598800425e-07
chr15:65088001-65089001	HIVgenome	N/A	6	1.2210243598800425e-07
chr3:129105001-129106001	HIVgenome	N/A	6	1.2210243598800425e-07
IPPK-Promoter|chr9:95432547-95433547	HIVgenome	N/A	6	1.2210243598800425e-07
chr20:48351001-48352001	HIVgenome	N/A	6	1.2210243598800425e-07
chr1:155607001-155608001	HIVgenome	N/A	6	1.2210243598800425e-07
chr6:30760001-30761001	HIVgenome	N/A	6	1.2210243598800425e-07
chr16:31187001-31188001	HIVgenome	N/A	6	1.2210243598800425e-07
chr3:177349001-177350001	HIVgenome	N/A	6	1.2210243598800425e-07
