==> results/sacCer3/1M/R100/Gcn5/ID/Simulation_1000_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	20
RANDOM_SEQ_100	16

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
GCN5|chr7:996869-998188		C-term	8	3.412431014542956e-22
GCN5-Cterm|chr7:998188-998438		N/A	4	2.000581108771247e-13
GCN5|chr7:996869-998188		N-term	4	1.5419256979458816e-10
PUP2-Cterm|chr7:998108-998358		N/A	2	1.0950300151320194e-06
PUP2|chr7:998358-999140		C-term	2	1.0691718333736821e-05

==> results/sacCer3/1M/R100/Gcn5/ID/Simulation_100_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	32
RANDOM_SEQ_100	9

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
GCN5|chr7:996869-998188		N-term	4	2.591863735439335e-10
GCN5-Cterm|chr7:998188-998438		N/A	3	7.98124394278444e-10
GCN5|chr7:996869-998188		C-term	2	3.934160415845932e-05
PUP2-Cterm|chr7:998108-998358		N/A	1	0.001684835787770836
PUP2|chr7:998358-999140		N-term	1	0.005260724684675254
PUP2|chr7:998358-999140		C-term	1	0.005260724684675254

==> results/sacCer3/1M/R100/Gcn5/ID/Simulation_101_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	38
RANDOM_SEQ_100	14

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
GCN5-Cterm|chr7:998188-998438		N/A	7	4.0517525514215304e-23
PUP2-Cterm|chr7:998108-998358		N/A	4	8.701596339231219e-13
GCN5|chr7:996869-998188		C-term	4	6.693619953072404e-10
PUP2|chr7:998358-999140		C-term	2	2.2276836253275735e-05
PUP2|chr7:998358-999140		N-term	2	2.2276836253275735e-05
GCN5|chr7:996869-998188		N-term	2	6.318304271120492e-05

==> results/sacCer3/1M/R100/Gcn5/ID/Simulation_102_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	27
RANDOM_SEQ_100	19

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
GCN5-Cterm|chr7:998188-998438		N/A	6	6.356702299771788e-20
PUP2-Cterm|chr7:998108-998358		N/A	6	6.356702299771788e-20
PUP2|chr7:998358-999140		C-term	5	6.02381870163379e-14
GCN5|chr7:996869-998188		N-term	5	8.188478762939786e-13
GCN5|chr7:996869-998188		C-term	4	4.103280433677971e-10

==> results/sacCer3/1M/R100/Gcn5/ID/Simulation_103_R1-ID.tab <==
EpitopeID	EpitopeCount
Extended-Tap	29
RANDOM_SEQ_100	20

GeneID	EpitopeID	EpitopeLocation	EpitopeCount	pVal
GCN5-Cterm|chr7:998188-998438		N/A	8	6.734286424641483e-27
PUP2-Cterm|chr7:998108-998358		N/A	6	9.285553094604866e-20
GCN5|chr7:996869-998188		N-term	6	1.9856103702315826e-15
GCN5|chr7:996869-998188		C-term	6	1.9856103702315826e-15
PUP2|chr7:998358-999140		C-term	3	4.155313324384671e-08
