results/hg19/100K/R500/CTCF/runtime/Simulation_100.runtime:Experiment 3.100K.100 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_101.runtime:Experiment 3.100K.101 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_102.runtime:Experiment 3.100K.102 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_103.runtime:Experiment 3.100K.103 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_104.runtime:Experiment 3.100K.104 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_105.runtime:Experiment 3.100K.105 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_106.runtime:Experiment 3.100K.106 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_107.runtime:Experiment 3.100K.107 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_108.runtime:Experiment 3.100K.108 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_109.runtime:Experiment 3.100K.109 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_10.runtime:Experiment 3.100K.10 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_110.runtime:Experiment 3.100K.110 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_111.runtime:Experiment 3.100K.111 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_112.runtime:Experiment 3.100K.112 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_113.runtime:Experiment 3.100K.113 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_114.runtime:Experiment 3.100K.114 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_115.runtime:Experiment 3.100K.115 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 4
results/hg19/100K/R500/CTCF/runtime/Simulation_116.runtime:Experiment 3.100K.116 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_117.runtime:Experiment 3.100K.117 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
results/hg19/100K/R500/CTCF/runtime/Simulation_118.runtime:Experiment 3.100K.118 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/100K/R500/CTCF) finished in 5
