results/hg19/50M/R20/YY1/runtime/Simulation_1000.runtime:Experiment 32.50M.1000 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 410
results/hg19/50M/R20/YY1/runtime/Simulation_100.runtime:Experiment 32.50M.100 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 322
results/hg19/50M/R20/YY1/runtime/Simulation_101.runtime:Experiment 32.50M.101 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 396
results/hg19/50M/R20/YY1/runtime/Simulation_102.runtime:Experiment 32.50M.102 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 395
results/hg19/50M/R20/YY1/runtime/Simulation_103.runtime:Experiment 32.50M.103 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 396
results/hg19/50M/R20/YY1/runtime/Simulation_104.runtime:Experiment 32.50M.104 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 392
results/hg19/50M/R20/YY1/runtime/Simulation_105.runtime:Experiment 32.50M.105 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 400
results/hg19/50M/R20/YY1/runtime/Simulation_106.runtime:Experiment 32.50M.106 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 402
results/hg19/50M/R20/YY1/runtime/Simulation_107.runtime:Experiment 32.50M.107 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 399
results/hg19/50M/R20/YY1/runtime/Simulation_108.runtime:Experiment 32.50M.108 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 400
results/hg19/50M/R20/YY1/runtime/Simulation_109.runtime:Experiment 32.50M.109 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 328
results/hg19/50M/R20/YY1/runtime/Simulation_10.runtime:Experiment 32.50M.10 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 438
results/hg19/50M/R20/YY1/runtime/Simulation_110.runtime:Experiment 32.50M.110 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 399
results/hg19/50M/R20/YY1/runtime/Simulation_111.runtime:Experiment 32.50M.111 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 394
results/hg19/50M/R20/YY1/runtime/Simulation_112.runtime:Experiment 32.50M.112 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 388
results/hg19/50M/R20/YY1/runtime/Simulation_113.runtime:Experiment 32.50M.113 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 387
results/hg19/50M/R20/YY1/runtime/Simulation_114.runtime:Experiment 32.50M.114 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 323
results/hg19/50M/R20/YY1/runtime/Simulation_115.runtime:Experiment 32.50M.115 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 323
results/hg19/50M/R20/YY1/runtime/Simulation_116.runtime:Experiment 32.50M.116 (/storage/home/owl5022/scratch/GenoPipe/paper/SyntheticEpitope/results/hg19/50M/R20/YY1) finished in 394
